subjID	stage	assessment_stage	includes_gamble	gamble_type	block	completed	block_initial_points	block_final_points	trial_initial_points	trial_final_points	choice_latency	n_left_colour_boxes	token_box	left_colour_chosen	response_latency	stake_index	percentage_staked	points_staked	left_won	subject_won
225	2	0	1	0	1	1	100	7	100	150	5971	2	7	0	1244	3	50	50	0	1
225	2	0	1	0	1	1	100	7	150	75	8774	3	7	1	690	3	50	75	0	0
225	2	0	1	0	1	1	100	7	75	146	1894	2	8	0	2090	1	95	71	0	1
225	2	0	1	0	1	1	100	7	146	7	2259	8	9	1	1725	1	95	139	0	0
225	3	1	1	0	1	0	100	0	100	175	10025	1	3	0	1778	2	75	75	0	1
225	3	1	1	0	1	0	100	0	175	9	1858	6	5	0	1735	1	95	166	1	0
225	3	1	1	0	1	0	100	0	9	0	2337	2	8	1	4288	1	95	9	0	0
225	3	1	1	0	2	0	100	0	100	5	6570	8	1	0	2007	1	95	95	1	0
225	3	1	1	0	2	0	100	0	5	8	3629	6	2	1	438	3	50	3	1	1
225	3	1	1	0	2	0	100	0	8	2	5166	7	9	1	526	2	75	6	0	0
225	3	1	1	0	2	0	100	0	2	4	2930	2	10	0	2372	1	95	2	0	1
225	3	1	1	0	2	0	100	0	4	0	2184	5	3	0	2350	1	95	4	1	0
225	3	1	1	0	3	0	100	1	100	195	4621	7	5	1	1935	1	95	95	1	1
225	3	1	1	0	3	0	100	1	195	10	2368	2	1	0	933	1	95	185	1	0
225	3	1	1	0	3	0	100	1	10	20	2686	8	6	1	1948	1	95	10	1	1
225	3	1	1	0	3	0	100	1	20	1	3652	4	7	1	1108	1	95	19	0	0
225	3	1	1	0	4	1	100	1	100	195	2401	2	3	0	2164	1	95	95	0	1
225	3	1	1	0	4	1	100	1	195	380	2386	7	4	1	886	1	95	185	1	1
225	3	1	1	0	4	1	100	1	380	19	2226	3	1	0	709	1	95	361	1	0
225	3	1	1	0	4	1	100	1	19	37	5136	1	9	0	593	1	95	18	0	1
225	3	1	1	0	4	1	100	1	37	72	3114	8	7	1	780	1	95	35	1	1
225	3	1	1	0	4	1	100	1	72	140	3980	9	2	1	692	1	95	68	1	1
225	3	1	1	0	4	1	100	1	140	273	3720	5	6	0	652	1	95	133	0	1
225	3	1	1	0	4	1	100	1	273	14	5074	6	8	1	558	1	95	259	0	0
225	3	1	1	0	4	1	100	1	14	1	3601	4	7	1	731	1	95	13	0	0
225	4	0	1	1	1	1	100	118	100	150	19845	8	3	1	1019	3	50	50	1	1
225	4	0	1	1	1	1	100	118	150	158	13464	3	7	0	1260	1	5	8	0	1
225	4	0	1	1	1	1	100	118	158	237	1989	8	2	1	1364	3	50	79	1	1
225	4	0	1	1	1	1	100	118	237	118	2360	2	1	0	813	3	50	119	1	0
225	5	1	1	1	1	1	100	907	100	195	2726	9	7	1	1171	5	95	95	1	1
225	5	1	1	1	1	1	100	907	195	293	1945	4	8	0	882	3	50	98	0	1
225	5	1	1	1	1	1	100	907	293	440	5461	8	2	1	631	3	50	147	1	1
225	5	1	1	1	1	1	100	907	440	220	2551	2	1	0	467	3	50	220	1	0
225	5	1	1	1	1	1	100	907	220	330	3018	7	6	1	4033	3	50	110	1	1
225	5	1	1	1	1	1	100	907	330	413	3262	5	3	1	872	2	25	83	1	1
225	5	1	1	1	1	1	100	907	413	620	2332	3	6	0	923	3	50	207	0	1
225	5	1	1	1	1	1	100	907	620	465	4012	6	9	1	1155	2	25	155	0	0
225	5	1	1	1	1	1	100	907	465	907	2113	1	4	0	1235	5	95	442	0	1
225	5	1	1	1	2	1	100	240	100	150	2718	2	9	0	483	3	50	50	0	1
225	5	1	1	1	2	1	100	240	150	225	3425	4	10	0	1060	3	50	75	0	1
225	5	1	1	1	2	1	100	240	225	112	3255	3	1	0	337	3	50	113	1	0
225	5	1	1	1	2	1	100	240	112	168	1606	8	6	1	983	3	50	56	1	1
225	5	1	1	1	2	1	100	240	168	84	1622	5	7	1	614	3	50	84	0	0
225	5	1	1	1	2	1	100	240	84	42	3078	6	8	1	394	3	50	42	0	0
225	5	1	1	1	2	1	100	240	42	63	2141	7	5	1	2876	3	50	21	1	1
225	5	1	1	1	2	1	100	240	63	123	2024	1	10	0	54	5	95	60	0	1
225	5	1	1	1	2	1	100	240	123	240	1552	9	3	1	644	5	95	117	1	1
225	5	1	1	1	3	1	100	115	100	150	2022	3	5	0	3324	3	50	50	0	1
225	5	1	1	1	3	1	100	115	150	37	20755	8	9	1	2749	4	75	113	0	0
225	5	1	1	1	3	1	100	115	37	56	5712	2	4	0	3798	3	50	19	0	1
225	5	1	1	1	3	1	100	115	56	84	1510	6	3	1	1604	3	50	28	1	1
225	5	1	1	1	3	1	100	115	84	126	1189	7	6	1	722	3	50	42	1	1
225	5	1	1	1	3	1	100	115	126	31	1277	4	2	0	470	4	75	95	1	0
225	5	1	1	1	3	1	100	115	31	47	3261	1	8	0	1392	3	50	16	0	1
225	5	1	1	1	3	1	100	115	47	59	3699	5	7	0	1681	2	25	12	0	1
225	5	1	1	1	3	1	100	115	59	115	1630	9	5	1	606	5	95	56	1	1
225	5	1	1	1	4	1	100	455	100	195	1905	8	7	1	612	5	95	95	1	1
225	5	1	1	1	4	1	100	455	195	380	1988	3	10	0	772	5	95	185	0	1
225	5	1	1	1	4	1	100	455	380	95	11404	7	9	1	2372	4	75	285	0	0
225	5	1	1	1	4	1	100	455	95	185	22680	9	1	1	2087	5	95	90	1	1
225	5	1	1	1	4	1	100	455	185	324	9816	2	3	0	1836	4	75	139	0	1
225	5	1	1	1	4	1	100	455	324	486	13753	1	8	0	1512	3	50	162	0	1
225	5	1	1	1	4	1	100	455	486	729	1997	5	4	1	860	3	50	243	1	1
225	5	1	1	1	4	1	100	455	729	364	1760	4	2	0	882	3	50	365	1	0
225	5	1	1	1	4	1	100	455	364	455	2294	6	3	1	1518	2	25	91	1	1
355	2	0	1	0	1	1	100	8	100	175	12851	2	7	0	3949	2	75	75	0	1
355	2	0	1	0	1	1	100	8	175	87	4694	3	7	1	1709	3	50	88	0	0
355	2	0	1	0	1	1	100	8	87	170	3177	2	8	0	1391	1	95	83	0	1
355	2	0	1	0	1	1	100	8	170	8	3707	8	9	1	944	1	95	162	0	0
355	3	1	1	0	1	1	100	6	100	195	2277	1	3	0	1062	1	95	95	0	1
355	3	1	1	0	1	1	100	6	195	380	2040	6	5	1	860	1	95	185	1	1
355	3	1	1	0	1	1	100	6	380	399	3488	2	8	0	1280	5	5	19	0	1
